source_type,number,author,title,year,source_report,primary_batch,secondary_batches,status,structure_verification,source_verification,content_verification,verification_reason,validation_issues,enhanced_reports,master_number,note
book,0225,John Tillman Lyle,"Design for human ecosystems landscape, land use, and natural resources",待核定,"01-book-report/0225 - John Tillman Lyle：《Design for human ecosystems landscape, land use, and natural resources》.深度报告.md",Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0226,John William Mackail,The Life of William Morris,待核定,01-book-report/0226 - John William Mackail：《The Life of William Morris》.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0227,待核定,"JONAS, WOLFGANG. Design Research and Its Meaning to the Methodological Developme",待核定,"01-book-report/0227 - JONAS, WOLFGANG. Design Research and Its Meaning to the Methodological Developme.深度报告.md",Batch 03,Batch 01、Batch 07、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0228,Jonathan M. Woodham,Dictionary of Modern Design,待核定,01-book-report/0228 - Jonathan M. Woodham：《Dictionary of Modern Design》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0229,Jonathan M. Woodham,Twentieth Century Design,待核定,01-book-report/0229 - Jonathan M. Woodham：《Twentieth Century Design》.深度报告.md,Batch 02,Batch 04,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0230,Joost Baljeu,Theo van Doesburg,1974,01-book-report/0230 - Joost Baljeu：《Theo van Doesburg》，1974.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0231,Josef Albers,Interaction of Color,1963,01-book-report/0231 - Josef Albers：《Interaction of Color》，1963.深度报告.md,Batch 06,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0231-Josef-Albers-Interaction-of-Color-enhanced.md,,
book,0232,Judith Gura,Postmodern Design Complete,2017,01-book-report/0232 - Judith Gura：《Postmodern Design Complete》，2017.深度报告.md,Batch 04,Batch 02,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0232-Judith-Gura-Postmodern-Design-Complete-enhanced.md,,
book,0233,Judith Williamson,Decoding advertisements ideology and meaning in advertising,待核定,01-book-report/0233 - Judith Williamson：《Decoding advertisements ideology and meaning in advertising》.深度报告.md,Batch 04,Batch 05、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0233-Judith-Williamson-Decoding-Advertisements-enhanced.md,,
book,0234,Judy Attfield,Wild Things The Material Culture of Everyday Life,2000,01-book-report/0234 - Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000.深度报告.md,Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0234-Judy-Attfield-Wild-Things-enhanced.md,,
book,0235,Juhani Pallasmaa,The Eyes of the Skin Architecture and the Senses,1996,01-book-report/0235 - Juhani Pallasmaa：《The Eyes of the Skin Architecture and the Senses》，1996.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0236,Julier,The culture of design，2018,2018,01-book-report/0236 - Julier：《The culture of design，2018》.深度报告.md,Batch 04,Batch 06,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0174,,03-enhanced-report/book-enhanced/0174-Guy-Julier-The-Culture-of-Design-2000-enhanced.md,0174,与0174为同一The Culture of Design语料；2018是Internet Archive数字化时间，规范记录采用作者和出版年完整的0174。
book,0237,Junichiro Tanizaki,In Praise of Shadows,1933,01-book-report/0237 - Junichiro Tanizaki：《In Praise of Shadows》，1933.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0238,"K. Anders Ericsson, Herbert A. Simon",Protocol Analysis Verbal Reports as Data,1984,"01-book-report/0238 - K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984.深度报告.md",Batch 07,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0239,K. Michael Hays,Architecture theory since 1968,1968,01-book-report/0239 - K. Michael Hays：《Architecture theory since 1968》.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0240,Kajri Jain,Gods in the Bazaar The Economies of Indian Calendar Art,待核定,01-book-report/0240 - Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》.深度报告.md,Batch 07,Batch 04,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0240-Kajri-Jain-Gods-in-the-Bazaar-enhanced.md,,
book,0241,"Kallir, Jane","Viennese Design and the Wiener Werkstatte, 1986",1986,"01-book-report/0241 - Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0242,Karl Gerstner,Designing Programmes,待核定,01-book-report/0242 - Karl Gerstner：《Designing Programmes》.深度报告.md,Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0242-Karl-Gerstner-Designing-Programmes-enhanced.md,,
book,0243,Kasimir Malevich,The Non-Objective World The Manifesto of Suprematism,1927,01-book-report/0243 - Kasimir Malevich：《The Non-Objective World The Manifesto of Suprematism》，1927.深度报告.md,Batch 04,Batch 07、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0244,"Kate Fletcher, Lynda Grose",Fashion & Sustainability Design for Change,2012,"01-book-report/0244 - Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012.深度报告.md",Batch 04,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0244-Kate-Fletcher-Lynda-Grose-Fashion-and-Sustainability-enhanced.md,,
book,0245,Kate Fletcher,Sustainable Fashion and Textiles Design Journeys,2008,01-book-report/0245 - Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008.深度报告.md,Batch 04,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0245-Kate-Fletcher-Sustainable-Fashion-and-Textiles-enhanced.md,,
book,0246,Katerina Clark,"Petersburg, Crucible of Cultural Revolution",1995,"01-book-report/0246 - Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995.深度报告.md",Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0247,Kathryn B Hiesinger,JAPANESE DESIGN A SURVEY SINCE 1950,1950,01-book-report/0247 - Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》.深度报告.md,Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0247-Kathryn-B-Hiesinger-Japanese-Design-Since-1950-enhanced.md,,
book,0248,Kathryn Best,"Design Management Managing Design Strategy, Process and Implementation",待核定,"01-book-report/0248 - Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》.深度报告.md",Batch 04,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0248-Kathryn-Best-Design-Management-enhanced.md,,
book,0249,Kees Dorst,Frame Innovation Create New Thinking by Design,待核定,01-book-report/0249 - Kees Dorst：《Frame Innovation Create New Thinking by Design》.深度报告.md,Batch 01,Batch 03、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0250,"Kelly, Rob Roy","American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977",1977,"01-book-report/0250 - Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977.深度报告.md",Batch 04,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0250-Rob-Roy-Kelly-American-Wood-Type-enhanced.md,,
book,0251,Ken Friedman,"Theory construction in design research criteria approaches, and methods",待核定,"01-book-report/0251 - Ken Friedman：《Theory construction in design research criteria approaches, and methods》.深度报告.md",Batch 03,Batch 01、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0252,Kenneth Frampton,Modern Architecture A Critical History,1980,01-book-report/0252 - Kenneth Frampton：《Modern Architecture A Critical History》，1980.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0253,Kenneth Pomeranz,"The Great Divergence China, Europe, and the Making of the Modern World Economy",待核定,"01-book-report/0253 - Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》.深度报告.md",Batch 07,Batch 04,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0253-Kenneth-Pomeranz-The-Great-Divergence-enhanced.md,,
book,0254,Kenya Hara,Designing Design,2007,01-book-report/0254 - Kenya Hara：《Designing Design》，2007.深度报告.md,Batch 05,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0254-Kenya-Hara-Designing-Design-enhanced.md,,
book,0255,Kevin Lynch,The Image of the City,1960,01-book-report/0255 - Kevin Lynch：《The Image of the City》，1960.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0256,"Kirk Varnedoe, James Leggio","Vienna 1900 Art, Architecture and Design",1986,"01-book-report/0256 - Kirk Varnedoe, James Leggio：《Vienna 1900 Art, Architecture and Design》，1986.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0257,Kjetil Fallan,Design History Understanding Theory and Method,待核定,01-book-report/0257 - Kjetil Fallan：《Design History Understanding Theory and Method》.深度报告.md,Batch 04,Batch 01、Batch 03、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0258,Klaus Krippendorff,The Semantic Turn A New Foundation For Design,待核定,01-book-report/0258 - Klaus Krippendorff：《The Semantic Turn A New Foundation For Design》.深度报告.md,Batch 06,Batch 03、Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0258-Klaus-Krippendorff-The-Semantic-Turn-A-New-Foundation-for-Design-enhanced.md,,
book,0259,Kurt Koffka,Principles of Gestalt Psychology,待核定,01-book-report/0259 - Kurt Koffka：《Principles of Gestalt Psychology》.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0260,Landsberger,Chinese propaganda posters from revolution to modernization,待核定,01-book-report/0260 - Landsberger：《Chinese propaganda posters from revolution to modernization》.深度报告.md,Batch 05,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0260-Stefan-Landsberger-Chinese-Propaganda-Posters-enhanced.md,,
book,0261,Langdon Winner,"The Whale and the Reactor A Search for Limits in an Age of High Technology, Second Edition",1986,"01-book-report/0261 - Langdon Winner：《The Whale and the Reactor A Search for Limits in an Age of High Technology, Second Edition》，1986.深度报告.md",Batch 07,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0261-Langdon-Winner-The-Whale-and-the-Reactor-enhanced.md,,
book,0262,Lars Hallnäs Johan Redström,Slow Technology – Designing for Reflection,待核定,01-book-report/0262 - Lars Hallnäs Johan Redström：《Slow Technology – Designing for Reflection》.深度报告.md,Batch 06,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0262-Lars-Hallnas-Johan-Redstrom-Slow-Technology-Designing-for-Reflection-enhanced.md,,
book,0263,Laszlo Moholy-Nagy,Vision in Motion,1947,01-book-report/0263 - Laszlo Moholy-Nagy：《Vision in Motion》，1947.深度报告.md,Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0263-Laszlo-Moholy-Nagy-Vision-in-Motion-enhanced.md,,
book,0264,"Lawson, Bryan; Dorst, Kees","Design Expertise, 2009",2009,"01-book-report/0264 - Lawson, Bryan; Dorst, Kees：Design Expertise, 2009.深度报告.md",Batch 04,Batch 01、Batch 03,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0265,"Lawson, Bryan","How Designers Think：The Design Process Demystified, 2005",2005,"01-book-report/0265 - Lawson, Bryan：How Designers Think：The Design Process Demystified, 2005.深度报告.md",Batch 01,Batch 03、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0265-Bryan-Lawson-How-Designers-Think-enhanced.md,,
book,0266,"Lears, T. J. Jackson","No place of grace antimodernism and the transformation of American culture, 1880-1920",1920,"01-book-report/0266 - Lears, T. J. Jackson：《No place of grace antimodernism and the transformation of American culture, 1880-1920》.深度报告.md",Batch 02,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0266-T-J-Jackson-Lears-No-Place-of-Grace-enhanced.md,,
book,0267,"Lees-Maffei, Grace; Houze, Rebecca (eds.)","The Design History Reader, 2010",2010,"01-book-report/0267 - Lees-Maffei, Grace; Houze, Rebecca (eds.)：The Design History Reader, 2010.深度报告.md",Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0268,Lev Manovich,Software Takes Command,待核定,01-book-report/0268 - Lev Manovich：《Software Takes Command》.深度报告.md,Batch 06,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0268-Lev-Manovich-Software-Takes-Command-enhanced.md,,
book,0269,Linda Parry,William Morris and the Arts and Crafts Movement a design source book,待核定,01-book-report/0269 - Linda Parry：《William Morris and the Arts and Crafts Movement a design source book》.深度报告.md,Batch 04,Batch 05、Batch 02,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0269-Linda-Parry-William-Morris-Arts-and-Crafts-Design-Source-Book-enhanced.md,,
book,0270,"Lissitzky, El; Arp, Hans (eds.)","Die Kunstismen = The Isms of Art, 1990",1990,"01-book-report/0270 - Lissitzky, El; Arp, Hans (eds.)：Die Kunstismen = The Isms of Art, 1990.深度报告.md",Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0271,Lodder,Russian constructivism,待核定,01-book-report/0271 - Lodder：《Russian constructivism》.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0272,"Love objects _ emotion, design, and material culture","Anna Moran (Editor), Sor",待核定,"01-book-report/0272 - Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor.深度报告.md",Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0272-Anna-Moran-Sorcha-OBrien-Love-Objects-enhanced.md,,
book,0273,Lucy Suchman,Plans and Situated Actions The Problem of Human-Machine Communication,1987,01-book-report/0273 - Lucy Suchman：《Plans and Situated Actions The Problem of Human-Machine Communication》，1987.深度报告.md,Batch 06,Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0274,Löwgren,Thoughtful interaction design a design perspective on information technology,待核定,01-book-report/0274 - Löwgren：《Thoughtful interaction design a design perspective on information technology》.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0275,M. Havinden,"Colonialism and Development Britain and Its Tropical Colonies, 1850-1960",1960,"01-book-report/0275 - M. Havinden：《Colonialism and Development Britain and Its Tropical Colonies, 1850-1960》.深度报告.md",Batch 07,Batch 04,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0276,Magdalena Droste,The Bauhaus 1919-1933,1990,01-book-report/0276 - Magdalena Droste：《The Bauhaus 1919-1933》，1990.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
